state_name,state,congress,s_upper,s_lower,election_name,race_type,margins,vp,voter_power,D_running,D_running_2,R_running,R_running_2,R_running_3,D_link,D_link_2,R_link,R_link_2,R_link_3
Michigan,26,nan,nan,009,State House District 9,State Leg (Lower),88.28736601,0.001398943207,0.0,,,,,,,,,,
Michigan,26,nan,nan,010,State House District 10,State Leg (Lower),32.82696516,0.02189791316,6.0,,,,,,,,,,
Michigan,26,nan,nan,011,State House District 11,State Leg (Lower),70.30589001,0.002711349973,1.0,,,,,,,,,,
Michigan,26,nan,nan,012,State House District 12,State Leg (Lower),38.00597461,0.01499572142,4.0,,,,,,,,,,
Michigan,26,nan,nan,013,State House District 13,State Leg (Lower),6.009446757,0.2756251915,78.0,,,,,,,,,,
Michigan,26,nan,nan,014,State House District 14,State Leg (Lower),18.69439984,0.0776374874,22.0,,,,,,,,,,
Michigan,26,nan,nan,015,State House District 15,State Leg (Lower),24.65958606,0.04353175957,12.0,,,,,,,,,,
Michigan,26,nan,nan,016,State House District 16,State Leg (Lower),53.10302169,0.006025658135,2.0,,,,,,,,,,
Michigan,26,nan,nan,017,State House District 17,State Leg (Lower),36.83620936,0.01627819616,5.0,,,,,,,,,,
Michigan,26,nan,nan,018,State House District 18,State Leg (Lower),58.68905764,0.004545272888,1.0,,,,,,,,,,
Michigan,26,nan,nan,019,State House District 19,State Leg (Lower),32.58950374,0.02230344065,6.0,,,,,,,,,,
Michigan,26,nan,nan,020,State House District 20,State Leg (Lower),13.80412507,0.1295622804,37.0,,,,,,,,,,
Michigan,26,nan,nan,021,State House District 21,State Leg (Lower),8.955891352,0.2131960863,60.0,Kelly Breen (incumbent),,Thomas Konesky,,,https://kellybreen.com/,,https://votetomkonesky.com/,,
Michigan,26,nan,nan,022,State House District 22,State Leg (Lower),0.5585898709,0.3527276262,100.0,Matt Koleszar (incumbent),,Adam Stathakis,,,https://mattformichigan.org/,,https://www.adamworksforus.com/,,
Michigan,26,nan,nan,023,State House District 23,State Leg (Lower),26.52802187,0.03680761403,10.0,,,,,,,,,,
Michigan,26,nan,nan,024,State House District 24,State Leg (Lower),19.98943871,0.0681132865,19.0,,,,,,,,,,
Michigan,26,nan,nan,025,State House District 25,State Leg (Lower),21.66768262,0.05772784522,16.0,,,,,,,,,,
Michigan,26,nan,nan,026,State House District 26,State Leg (Lower),36.03428446,0.01723963515,5.0,,,,,,,,,,
Michigan,26,nan,nan,027,State House District 27,State Leg (Lower),-0.6248662529,0.3525205538,100.0,Jaime Churches (incumbent),,Rylee Linting,,,https://www.jaimechurches.com/,,https://votelinting.com/,,
Michigan,26,nan,nan,028,State House District 28,State Leg (Lower),0.1618826713,0.3534839128,100.0,Janise Robinson,,Jamie Thompson (incumbent),,,https://janiseoneilrobinson.com/,,https://electiondeniers.org/,,
Michigan,26,nan,nan,029,State House District 29,State Leg (Lower),-1.649917116,0.3464558899,98.0,Kyle Wright,,James DeSana (incumbent),,,https://www.electkylewright.com/,,https://winwithjim.org/,,
Michigan,26,nan,nan,030,State House District 30,State Leg (Lower),-16.86155992,0.09382355451,27.0,,,,,,,,,,
Michigan,26,nan,nan,031,State House District 31,State Leg (Lower),4.811613475,0.299985264,85.0,Reggie Miller (incumbent),,Dale Biniecki,,,https://www.votereggiemiller.com/,,https://votebiniecki.com/,,
Michigan,26,nan,nan,032,State House District 32,State Leg (Lower),53.776293,0.005816530553,2.0,,,,,,,,,,
Michigan,26,nan,nan,033,State House District 33,State Leg (Lower),47.5722805,0.008180336125,2.0,,,,,,,,,,
Michigan,26,nan,nan,034,State House District 34,State Leg (Lower),-15.91435877,0.1036260905,29.0,,,,,,,,,,
Michigan,26,nan,nan,035,State House District 35,State Leg (Lower),-38.97285833,0.01403234537,4.0,,,,,,,,,,
Michigan,26,nan,nan,036,State House District 36,State Leg (Lower),-29.6755079,0.02815016806,8.0,,,,,,,,,,
Michigan,26,nan,nan,037,State House District 37,State Leg (Lower),-21.68808956,0.05761359909,16.0,,,,,,,,,,
Michigan,26,nan,nan,038,State House District 38,State Leg (Lower),5.104051625,0.2942316334,83.0,Joey Andrews (incumbent),,Kevin Whiteford,,,https://andrewsformichigan.com/,,https://www.votekevinwhiteford.com/,,
Michigan,26,nan,nan,039,State House District 39,State Leg (Lower),-19.2162344,0.07362576216,21.0,,,,,,,,,,
Michigan,26,nan,nan,040,State House District 40,State Leg (Lower),11.97202501,0.1571931225,44.0,,,,,,,,,,
Michigan,26,nan,nan,041,State House District 41,State Leg (Lower),49.35819484,0.007387962931,2.0,,,,,,,,,,
Michigan,26,nan,nan,042,State House District 42,State Leg (Lower),-8.554963575,0.2214669876,63.0,Austin Marsman,,Matt Hall (incumbent),,,https://www.austinmarsman.com/,,https://electiondeniers.org/,,
Michigan,26,nan,nan,043,State House District 43,State Leg (Lower),-38.11719588,0.01488065346,4.0,,,,,,,,,,
Michigan,26,nan,nan,044,State House District 44,State Leg (Lower),0.7278930907,0.352153109,100.0,Jim Haadsma (incumbent),,Steve Frisbie,,,https://jimhaadsma.com/,,https://votefrisbie.com/,,
Michigan,26,nan,nan,045,State House District 45,State Leg (Lower),-29.7306614,0.02802262576,8.0,,,,,,,,,,
Michigan,26,nan,nan,046,State House District 46,State Leg (Lower),1.967661904,0.3435299488,97.0,Daniel Mahoney,,Kathy Schmaltz (incumbent),,,https://mahoneyformichigan.com/,,https://kathyschmaltz.com/,,
Michigan,26,nan,nan,047,State House District 47,State Leg (Lower),25.48275796,0.04039744446,11.0,,,,,,,,,,
Michigan,26,nan,nan,048,State House District 48,State Leg (Lower),3.622996674,0.3213993753,91.0,Jennifer Conlin (incumbent),,Brian Ignatowski,,,https://www.conlinforstaterep.com/,,https://brian48.com/,,
Michigan,26,nan,nan,049,State House District 49,State Leg (Lower),-9.998104026,0.1924865801,54.0,Andy Wood,,Ann Bollin (incumbent),,,https://www.facebook.com/p/Committee-to-Elect-Andy-Wood-61554414635249/,,https://electiondeniers.org/,,
Michigan,26,nan,nan,050,State House District 50,State Leg (Lower),-29.01009852,0.02974797544,8.0,,,,,,,,,,
Michigan,26,nan,nan,051,State House District 51,State Leg (Lower),-20.0781296,0.06751219247,19.0,,,,,,,,,,
Michigan,26,nan,nan,052,State House District 52,State Leg (Lower),-16.06927104,0.1019499098,29.0,,,,,,,,,,
Michigan,26,nan,nan,053,State House District 53,State Leg (Lower),36.85084183,0.01626130077,5.0,,,,,,,,,,
Michigan,26,nan,nan,054,State House District 54,State Leg (Lower),-2.441872375,0.3383116916,96.0,Shadia Martini,,Donni Steele (incumbent),,,https://votemartini.com/,,https://www.donnisteele.com/home,,
Michigan,26,nan,nan,055,State House District 55,State Leg (Lower),-1.623302581,0.3466793321,98.0,Trevis Harrold,,Mark Tisdel (incumbent),,,https://harroldformichigan.com/,,https://marktisdel.com/,,
Michigan,26,nan,nan,056,State House District 56,State Leg (Lower),10.8057237,0.1773768598,50.0,,,,,,,,,,
Michigan,26,nan,nan,057,State House District 57,State Leg (Lower),-2.65141319,0.3356990423,95.0,Aisha Farooqi,,Thomas Kuhn (incumbent),,,https://www.farooqifor57.com/,,,,
Michigan,26,nan,nan,058,State House District 58,State Leg (Lower),-1.916371999,0.3440340812,97.0,Nate Shannon (incumbent),,Ron Robinson,,,https://nateforstaterep.com/,,https://robinson4rep.com/,,
Michigan,26,nan,nan,059,State House District 59,State Leg (Lower),-25.49439504,0.04035515929,11.0,,,,,,,,,,
Michigan,26,nan,nan,060,State House District 60,State Leg (Lower),-13.68696791,0.1311816527,37.0,,,,,,,,,,
Michigan,26,nan,nan,061,State House District 61,State Leg (Lower),2.68985161,0.335200296,95.0,Denise Mentzer (incumbent),,Robert Wojtowicz,,,https://denisementzer.com/,,https://www.robert4mi.com/,,
Michigan,26,nan,nan,062,State House District 62,State Leg (Lower),-2.626547904,0.336018499,95.0,Michelle Levine-Woodman,,Alicia St. Germaine (incumbent),,,https://electmichellewoodman.com/,,https://www.aliciastgermaine.com/,,
Michigan,26,nan,nan,063,State House District 63,State Leg (Lower),-25.03721215,0.04205817809,12.0,,,,,,,,,,
Michigan,26,nan,nan,064,State House District 64,State Leg (Lower),-14.15206379,0.1248684391,35.0,,,,,,,,,,
Michigan,26,nan,nan,065,State House District 65,State Leg (Lower),-37.46349604,0.01557367311,4.0,,,,,,,,,,
Michigan,26,nan,nan,066,State House District 66,State Leg (Lower),-30.24363877,0.02687051802,8.0,,,,,,,,,,
Michigan,26,nan,nan,067,State House District 67,State Leg (Lower),-15.26260366,0.1110063421,31.0,,,,,,,,,,
Michigan,26,nan,nan,068,State House District 68,State Leg (Lower),-3.620973431,0.3214325312,91.0,Tim Sneller,,David Martin (incumbent),,,http://www.timsneller.com/,,https://www.martin4michigan.com/,,
Michigan,26,nan,nan,069,State House District 69,State Leg (Lower),17.22635519,0.09032265812,26.0,,,,,,,,,,
Michigan,26,nan,nan,070,State House District 70,State Leg (Lower),64.08285604,0.003538313541,1.0,,,,,,,,,,
Michigan,26,nan,nan,071,State House District 71,State Leg (Lower),-15.29960921,0.1105727916,31.0,,,,,,,,,,
Michigan,26,nan,nan,072,State House District 72,State Leg (Lower),-10.14552928,0.189663071,54.0,,,,,,,,,,
Michigan,26,nan,nan,073,State House District 73,State Leg (Lower),11.65152458,0.1625400532,46.0,,,,,,,,,,
Michigan,26,nan,nan,074,State House District 74,State Leg (Lower),36.33147068,0.01687504758,5.0,,,,,,,,,,
Michigan,26,nan,nan,075,State House District 75,State Leg (Lower),20.46957601,0.06493222707,18.0,,,,,,,,,,
Michigan,26,nan,nan,076,State House District 76,State Leg (Lower),3.688975379,0.3203111705,91.0,Angela Witwer (incumbent),,Andy Shaver,,,https://voteforangela.com/,,https://andy4staterep.com/,,
Michigan,26,nan,nan,077,State House District 77,State Leg (Lower),23.91260186,0.04663717814,13.0,,,,,,,,,,
Michigan,26,nan,nan,078,State House District 78,State Leg (Lower),-26.03545869,0.03844794738,11.0,,,,,,,,,,
Michigan,26,nan,nan,079,State House District 79,State Leg (Lower),-33.15555754,0.02135208831,6.0,,,,,,,,,,
Michigan,26,nan,nan,080,State House District 80,State Leg (Lower),10.3471601,0.185847719,53.0,,,,,,,,,,
Michigan,26,nan,nan,081,State House District 81,State Leg (Lower),6.891320617,0.256840039,73.0,Stephen Wooden,,Jordan Youngquist,,,https://www.stephenwooden.com/,,https://www.jordan4house.com/,,
Michigan,26,nan,nan,082,State House District 82,State Leg (Lower),46.78809088,0.008563308074,2.0,,,,,,,,,,
Michigan,26,nan,nan,083,State House District 83,State Leg (Lower),5.099386959,0.2943245845,83.0,John Fitzgerald (incumbent),,Tommy Brann,,,https://johnformi.com/,,https://www.tommybrann.com/,,
Michigan,26,nan,nan,084,State House District 84,State Leg (Lower),4.434296841,0.3071600066,87.0,Carol Glanville (incumbent),,John Wetzel,,,https://voteglanville.com/,,https://www.wetzel4michigan.com/,,
Michigan,26,nan,nan,085,State House District 85,State Leg (Lower),-42.94668136,0.01081796655,3.0,,,,,,,,,,
Michigan,26,nan,nan,086,State House District 86,State Leg (Lower),-7.720197235,0.2390778496,68.0,Abby Klomparens,,Nancy De Boer (incumbent),,,https://www.facebook.com/people/Abby-Klomparens-for-State-Representative/61556759469797/,,https://nancydeboer.com/,,
Michigan,26,nan,nan,087,State House District 87,State Leg (Lower),21.89467818,0.05647208266,16.0,,,,,,,,,,
Michigan,26,nan,nan,088,State House District 88,State Leg (Lower),-11.79146115,0.1601866672,45.0,,,,,,,,,,
Michigan,26,nan,nan,089,State House District 89,State Leg (Lower),-32.55441981,0.02236416234,6.0,,,,,,,,,,
Michigan,26,nan,nan,090,State House District 90,State Leg (Lower),-22.13335543,0.0551867155,16.0,,,,,,,,,,
Michigan,26,nan,nan,091,State House District 91,State Leg (Lower),-30.45908184,0.02640447113,7.0,,,,,,,,,,
Michigan,26,nan,nan,092,State House District 92,State Leg (Lower),-4.719376837,0.301766723,85.0,Tim Odykirk,,Jerry Neyer (incumbent),,,https://www.timodykirk.us/,,https://www.voteneyer.com/,,
Michigan,26,nan,nan,093,State House District 93,State Leg (Lower),-25.74514439,0.03945712047,11.0,,,,,,,,,,
Michigan,26,nan,nan,094,State House District 94,State Leg (Lower),35.3081438,0.01817389564,5.0,,,,,,,,,,
Michigan,26,nan,nan,095,State House District 95,State Leg (Lower),-17.21934631,0.0903885451,26.0,,,,,,,,,,
Michigan,26,nan,nan,096,State House District 96,State Leg (Lower),-4.078734217,0.3136200637,89.0,Rudy Howard,,Timothy Beson (incumbent),,,https://rudyhoward.com/,,https://www.timmybeson.com/home,,
Michigan,26,nan,nan,097,State House District 97,State Leg (Lower),-25.44048704,0.04055150211,11.0,,,,,,,,,,
Michigan,26,nan,nan,098,State House District 98,State Leg (Lower),-37.8438074,0.01516555805,4.0,,,,,,,,,,
Michigan,26,nan,nan,099,State House District 99,State Leg (Lower),-28.41200354,0.03128234458,9.0,,,,,,,,,,
Michigan,26,nan,nan,100,State House District 100,State Leg (Lower),-30.16928361,0.02703376735,8.0,,,,,,,,,,
Michigan,26,nan,nan,101,State House District 101,State Leg (Lower),-32.09461874,0.02317971785,7.0,,,,,,,,,,
Michigan,26,nan,nan,102,State House District 102,State Leg (Lower),-15.96393649,0.1030864571,29.0,,,,,,,,,,
Michigan,26,nan,nan,103,State House District 103,State Leg (Lower),0.2349632425,0.3534070495,100.0,Betsy Coffia (incumbent),,Lisa Trombley,,,https://www.betsycoffia.com/,,https://votetrombley.com/,,
Michigan,26,nan,nan,104,State House District 104,State Leg (Lower),-24.46579223,0.04431251948,13.0,,,,,,,,,,
Michigan,26,nan,nan,105,State House District 105,State Leg (Lower),-33.49893232,0.02080007401,6.0,,,,,,,,,,
Michigan,26,nan,nan,106,State House District 106,State Leg (Lower),-28.1018509,0.0321170327,9.0,,,,,,,,,,
Michigan,26,nan,nan,107,State House District 107,State Leg (Lower),-16.24499859,0.1000837272,28.0,,,,,,,,,,
Michigan,26,nan,nan,108,State House District 108,State Leg (Lower),-24.13226734,0.04569669331,13.0,,,,,,,,,,
Michigan,26,nan,nan,109,State House District 109,State Leg (Lower),3.626481536,0.3213422369,91.0,Jenn Hill (incumbent),,Karl Bohnak,,,https://www.electjennhill.com/,,https://votebohnak.com/,,
Michigan,26,nan,nan,110,State House District 110,State Leg (Lower),-16.76017973,0.09482283254,27.0,,,,,,,,,,
Minnesota,27,nan,nan,01A,State House District 1A,State Leg (Lower),-27.94015997,0.03256321407,9.0,,,,,,,,,,
Minnesota,27,nan,nan,01B,State House District 1B,State Leg (Lower),-17.25559482,0.09004836464,25.0,,,,,,,,,,
Minnesota,27,nan,nan,02A,State House District 2A,State Leg (Lower),-3.148895497,0.3288009816,93.0,Reed Olson,,Bidal Duran,,,https://www.votereedolson.com/,,https://duranforhouse.com/,,
Minnesota,27,nan,nan,02B,State House District 2B,State Leg (Lower),-15.32084741,0.1103247706,31.0,,,,,,,,,,
Minnesota,27,nan,nan,03A,State House District 3A,State Leg (Lower),0.9057971014,0.3513888984,99.0,Harley Droba,,Roger Skraba (incumbent),,,https://harleydroba.com/,,https://skrabaforhouse.com/,,
Minnesota,27,nan,nan,03B,State House District 3B,State Leg (Lower),10.6020558,0.1811031407,51.0,,,,,,,,,,
Minnesota,27,nan,nan,04A,State House District 4A,State Leg (Lower),18.42605801,0.07979747389,23.0,,,,,,,,,,
Minnesota,27,nan,nan,04B,State House District 4B,State Leg (Lower),-14.25529808,0.1235086475,35.0,,,,,,,,,,
Minnesota,27,nan,nan,05A,State House District 5A,State Leg (Lower),-32.2071764,0.02297662923,6.0,,,,,,,,,,
Minnesota,27,nan,nan,05B,State House District 5B,State Leg (Lower),-39.68829286,0.01337037316,4.0,,,,,,,,,,
Minnesota,27,nan,nan,06A,State House District 6A,State Leg (Lower),-18.17053866,0.08191796402,23.0,,,,,,,,,,
Minnesota,27,nan,nan,06B,State House District 6B,State Leg (Lower),-21.77720968,0.05711781689,16.0,,,,,,,,,,
Minnesota,27,nan,nan,07A,State House District 7A,State Leg (Lower),-1.571781047,0.3471022117,98.0,Aron Schnaser,,Spencer Igo (incumbent),,,https://www.aronschnaser.com/,,https://spencerigo.com/,,
Minnesota,27,nan,nan,07B,State House District 7B,State Leg (Lower),6.010394918,0.2756052369,78.0,Lorrie Janatopoulos,,Cal Warwas,,,https://www.lorrieforhouse.com/,,https://calwarwas.com/,,
Minnesota,27,nan,nan,08A,State House District 8A,State Leg (Lower),37.46502381,0.01557200557,4.0,,,,,,,,,,
Minnesota,27,nan,nan,08B,State House District 8B,State Leg (Lower),39.9524998,0.01313612128,4.0,,,,,,,,,,
Minnesota,27,nan,nan,09A,State House District 9A,State Leg (Lower),-20.82730691,0.06267517901,18.0,,,,,,,,,,
Minnesota,27,nan,nan,09B,State House District 9B,State Leg (Lower),-31.77894417,0.02376156762,7.0,,,,,,,,,,
Minnesota,27,nan,nan,10A,State House District 10A,State Leg (Lower),-30.16591949,0.02704118291,8.0,,,,,,,,,,
Minnesota,27,nan,nan,10B,State House District 10B,State Leg (Lower),-45.43190585,0.009282579075,3.0,,,,,,,,,,
Minnesota,27,nan,nan,11A,State House District 11A,State Leg (Lower),8.300870485,0.2267790931,64.0,Pete Radosevich,,Jeff Dotseth (incumbent),,,https://www.peteradosevichforhouse11a.com/,,https://www.dotsethmn.com/,,
Minnesota,27,nan,nan,11B,State House District 11B,State Leg (Lower),-24.80993018,0.04293762141,12.0,,,,,,,,,,
Minnesota,27,nan,nan,12A,State House District 12A,State Leg (Lower),-21.97590361,0.05603067451,16.0,,,,,,,,,,
Minnesota,27,nan,nan,12B,State House District 12B,State Leg (Lower),-29.86362769,0.02771811746,8.0,,,,,,,,,,
Minnesota,27,nan,nan,13A,State House District 13A,State Leg (Lower),-31.50617505,0.02427931633,7.0,,,,,,,,,,
Minnesota,27,nan,nan,13B,State House District 13B,State Leg (Lower),-22.13666987,0.05516911385,16.0,,,,,,,,,,
Minnesota,27,nan,nan,14A,State House District 14A,State Leg (Lower),1.628237973,0.3466381534,98.0,Abdi Daisane,,Bernie Perryman (incumbent),,,https://daisaneformn.com/,,https://bernieperryman.com/,,
Minnesota,27,nan,nan,14B,State House District 14B,State Leg (Lower),3.309265945,0.3263825061,92.0,Dan Wolgamott (incumbent),,Sue Ek,,,https://www.danformn.com/,,https://ekforhouse.com/,,
Minnesota,27,nan,nan,15A,State House District 15A,State Leg (Lower),-20.46690278,0.06494944979,18.0,,,,,,,,,,
Minnesota,27,nan,nan,15B,State House District 15B,State Leg (Lower),-27.67295597,0.03331764239,9.0,,,,,,,,,,
Minnesota,27,nan,nan,16A,State House District 16A,State Leg (Lower),-24.58574566,0.04382724961,12.0,,,,,,,,,,
Minnesota,27,nan,nan,16B,State House District 16B,State Leg (Lower),-18.97114178,0.07547956494,21.0,,,,,,,,,,
Minnesota,27,nan,nan,17A,State House District 17A,State Leg (Lower),-31.54313487,0.02420833088,7.0,,,,,,,,,,
Minnesota,27,nan,nan,17B,State House District 17B,State Leg (Lower),-30.33887168,0.02666324139,8.0,,,,,,,,,,
Minnesota,27,nan,nan,18A,State House District 18A,State Leg (Lower),7.13397724,0.2516318115,71.0,Jeff Brand (incumbent),,Erica Schwartz,,,https://www.brandforhouse.org/,,https://ericaformn.org/,,
Minnesota,27,nan,nan,18B,State House District 18B,State Leg (Lower),20.42963371,0.06519012103,18.0,,,,,,,,,,
Minnesota,27,nan,nan,19A,State House District 19A,State Leg (Lower),-16.611494,0.09630954221,27.0,,,,,,,,,,
Minnesota,27,nan,nan,19B,State House District 19B,State Leg (Lower),-15.55700065,0.1076060582,30.0,,,,,,,,,,
Minnesota,27,nan,nan,20A,State House District 20A,State Leg (Lower),-5.139833711,0.2935174259,83.0,Heather Arndt,,Pam Altendorf (incumbent),,,https://www.heatherforhouse20a.org/,,https://www.pamaltendorf.com/,,
Minnesota,27,nan,nan,20B,State House District 20B,State Leg (Lower),-21.75817084,0.05722330281,16.0,,,,,,,,,,
Minnesota,27,nan,nan,21A,State House District 21A,State Leg (Lower),-33.60736438,0.02062954107,6.0,,,,,,,,,,
Minnesota,27,nan,nan,21B,State House District 21B,State Leg (Lower),-18.51358397,0.07908550672,22.0,,,,,,,,,,
Minnesota,27,nan,nan,22A,State House District 22A,State Leg (Lower),-23.9517743,0.04646774917,13.0,,,,,,,,,,
Minnesota,27,nan,nan,22B,State House District 22B,State Leg (Lower),-21.74752708,0.05728237647,16.0,,,,,,,,,,
Minnesota,27,nan,nan,23A,State House District 23A,State Leg (Lower),-13.52533029,0.1334483338,38.0,,,,,,,,,,
Minnesota,27,nan,nan,23B,State House District 23B,State Leg (Lower),0.9019674164,0.3514070701,99.0,Joe Pacovsky,,Patricia Mueller (incumbent),,,https://www.joepacovsky.com/,,https://muellerforminnesota.com/,,
Minnesota,27,nan,nan,24A,State House District 24A,State Leg (Lower),-17.15848568,0.09096291026,26.0,,,,,,,,,,
Minnesota,27,nan,nan,24B,State House District 24B,State Leg (Lower),11.80094097,0.1600282935,45.0,,,,,,,,,,
Minnesota,27,nan,nan,25A,State House District 25A,State Leg (Lower),11.55400079,0.1641973478,46.0,,,,,,,,,,
Minnesota,27,nan,nan,25B,State House District 25B,State Leg (Lower),24.57873034,0.04385545054,12.0,,,,,,,,,,
Minnesota,27,nan,nan,26A,State House District 26A,State Leg (Lower),9.266997689,0.2068857676,59.0,Sarah Kruger,,Aaron Repinski,,,https://krugermnhouse.com/,,https://www.repinskiforhouse.com/,,
Minnesota,27,nan,nan,26B,State House District 26B,State Leg (Lower),-11.74727629,0.1609266016,46.0,,,,,,,,,,
Minnesota,27,nan,nan,27A,State House District 27A,State Leg (Lower),-35.07451747,0.01848821236,5.0,,,,,,,,,,
Minnesota,27,nan,nan,27B,State House District 27B,State Leg (Lower),-37.59056613,0.01543575897,4.0,,,,,,,,,,
Minnesota,27,nan,nan,28A,State House District 28A,State Leg (Lower),-28.10284116,0.03211432371,9.0,,,,,,,,,,
Minnesota,27,nan,nan,28B,State House District 28B,State Leg (Lower),-20.716971,0.06336133122,18.0,,,,,,,,,,
Minnesota,27,nan,nan,29A,State House District 29A,State Leg (Lower),-27.91304348,0.03263879706,9.0,,,,,,,,,,
Minnesota,27,nan,nan,29B,State House District 29B,State Leg (Lower),-21.7906583,0.05704344367,16.0,,,,,,,,,,
Minnesota,27,nan,nan,30A,State House District 30A,State Leg (Lower),-24.49418434,0.04419706871,13.0,,,,,,,,,,
Minnesota,27,nan,nan,30B,State House District 30B,State Leg (Lower),-24.7855509,0.04303328715,12.0,,,,,,,,,,
Minnesota,27,nan,nan,31A,State House District 31A,State Leg (Lower),-15.69935112,0.1060015273,30.0,,,,,,,,,,
Minnesota,27,nan,nan,31B,State House District 31B,State Leg (Lower),-28.07753444,0.03218364341,9.0,,,,,,,,,,
Minnesota,27,nan,nan,32A,State House District 32A,State Leg (Lower),-6.800867999,0.2587800931,73.0,Ashton Ramsammy,,Nolan West (incumbent),,,https://ashtonformn.com/,,https://nolanwest.com/,,
Minnesota,27,nan,nan,32B,State House District 32B,State Leg (Lower),4.133398247,0.3126477683,88.0,Matt Norris (incumbent),,Alex Moe,,,https://votefornorris.com/,,https://www.alexmoeforstatehouse.com/,,
Minnesota,27,nan,nan,33A,State House District 33A,State Leg (Lower),-6.698995794,0.2609631688,74.0,Jake Ross,,Patti Anderson (incumbent),,,https://www.jakeross4mn.com/,,https://pattiandersonmn.com/,,
Minnesota,27,nan,nan,33B,State House District 33B,State Leg (Lower),7.820381382,0.2369431122,67.0,Josiah Hill (incumbent),,Jessica L. Johnson,,,https://www.josiahhill.org/,,https://jessicaformnhouse.com/,,
Minnesota,27,nan,nan,34A,State House District 34A,State Leg (Lower),-5.460612346,0.2870272464,81.0,Brian Raines,,Danny Nadeau (incumbent),,,https://www.brianforminnesota.com/,,https://dannynadeau.com/,,
Minnesota,27,nan,nan,34B,State House District 34B,State Leg (Lower),23.89125226,0.04672983607,13.0,,,,,,,,,,
Minnesota,27,nan,nan,35A,State House District 35A,State Leg (Lower),3.218145689,0.3277677458,93.0,Zack Stephenson (incumbent),,Josh Jungling,,,https://www.zack.mn/,,https://www.joshjungling.com/,,
Minnesota,27,nan,nan,35B,State House District 35B,State Leg (Lower),3.227045716,0.3276337224,93.0,Kari Rehrauer,,Steve Pape,,,https://kariformn.com/,,https://www.papeformnhouse.com/,,
Minnesota,27,nan,nan,36A,State House District 36A,State Leg (Lower),-0.01204045593,0.3535530062,100.0,Janelle Calhoun,,Elliott Engen (incumbent),,,https://www.janellecalhoun.com/,,https://www.elliottengen.com/,,
Minnesota,27,nan,nan,36B,State House District 36B,State Leg (Lower),14.93789723,0.1148874755,32.0,,,,,,,,,,
Minnesota,27,nan,nan,37A,State House District 37A,State Leg (Lower),-7.88957925,0.2354713266,67.0,Laurie Wolfe,,Kristin Robbins (incumbent),,,https://www.wolfe4mn.com/,,https://kristinrobbinsmn.com/,,
Minnesota,27,nan,nan,37B,State House District 37B,State Leg (Lower),10.11933559,0.1901626703,54.0,,,,,,,,,,
Minnesota,27,nan,nan,38A,State House District 38A,State Leg (Lower),35.48347082,0.01794249426,5.0,,,,,,,,,,
Minnesota,27,nan,nan,38B,State House District 38B,State Leg (Lower),42.92148032,0.01083516515,3.0,,,,,,,,,,
Minnesota,27,nan,nan,39A,State House District 39A,State Leg (Lower),26.54109589,0.03676526712,10.0,,,,,,,,,,
Minnesota,27,nan,nan,39B,State House District 39B,State Leg (Lower),39.11026976,0.01390197532,4.0,,,,,,,,,,
Minnesota,27,nan,nan,40A,State House District 40A,State Leg (Lower),20.21520245,0.06659533994,19.0,,,,,,,,,,
Minnesota,27,nan,nan,40B,State House District 40B,State Leg (Lower),32.01551357,0.02332381195,7.0,,,,,,,,,,
Minnesota,27,nan,nan,41A,State House District 41A,State Leg (Lower),2.036761053,0.3428317561,97.0,Lucia Wroblewski,,Wayne Johnson,,,https://www.luciaforhouse.com/,,https://waynejohnsonformn.com/,,
Minnesota,27,nan,nan,41B,State House District 41B,State Leg (Lower),2.601840882,0.3363334362,95.0,Jen Fox,,Tom Dippel,,,https://www.jenfoxforhouse.com/,,https://dippelformn.com/,,
Minnesota,27,nan,nan,42A,State House District 42A,State Leg (Lower),16.34007166,0.0990894802,28.0,,,,,,,,,,
Minnesota,27,nan,nan,42B,State House District 42B,State Leg (Lower),21.00717623,0.06157531805,17.0,,,,,,,,,,
Minnesota,27,nan,nan,43A,State House District 43A,State Leg (Lower),31.08012624,0.02511693042,7.0,,,,,,,,,,
Minnesota,27,nan,nan,43B,State House District 43B,State Leg (Lower),44.49484205,0.009826021873,3.0,,,,,,,,,,
Minnesota,27,nan,nan,44A,State House District 44A,State Leg (Lower),26.60226084,0.03656795285,10.0,,,,,,,,,,
Minnesota,27,nan,nan,44B,State House District 44B,State Leg (Lower),17.47435271,0.08802534264,25.0,,,,,,,,,,
Minnesota,27,nan,nan,45A,State House District 45A,State Leg (Lower),-3.113920148,0.3293163031,93.0,Tracey Breazeale,,Andrew Myers (incumbent),,,https://traceyformnhouse.com/,,https://voteandrewmyers.com/,,
Minnesota,27,nan,nan,45B,State House District 45B,State Leg (Lower),23.93391957,0.04654488152,13.0,,,,,,,,,,
Minnesota,27,nan,nan,46A,State House District 46A,State Leg (Lower),50.02856676,0.007116480729,2.0,,,,,,,,,,
Minnesota,27,nan,nan,46B,State House District 46B,State Leg (Lower),36.92874796,0.01617172462,5.0,,,,,,,,,,
Minnesota,27,nan,nan,47A,State House District 47A,State Leg (Lower),21.79297758,0.05703062936,16.0,,,,,,,,,,
Minnesota,27,nan,nan,47B,State House District 47B,State Leg (Lower),12.4762267,0.1490920081,42.0,,,,,,,,,,
Minnesota,27,nan,nan,48A,State House District 48A,State Leg (Lower),-11.20666843,0.1702137263,48.0,,,,,,,,,,
