state,congress,s_upper,s_lower,state_name,race_type,election_name,voter_power,D_running,R_running,cook_rating,name of ballot,ballot_type,source,ballot notes,description,dropdown type,get involved link,supporting organization link
20,,021,,Kansas,State Leg (Upper),State Senate District 21,35.0,,,,,,,,,,,
20,,022,,Kansas,State Leg (Upper),State Senate District 22,100.0,Usha Reddi (incumbent),Brad Starnes,,,,,,,,,
20,,023,,Kansas,State Leg (Upper),State Senate District 23,69.0,Stacey Knoell,Adam Thomas,,,,,,,,,
20,,024,,Kansas,State Leg (Upper),State Senate District 24,5.0,,,,,,,,,,,
20,,025,,Kansas,State Leg (Upper),State Senate District 25,43.0,,,,,,,,,,,
20,,026,,Kansas,State Leg (Upper),State Senate District 26,4.0,,,,,,,,,,,
20,,027,,Kansas,State Leg (Upper),State Senate District 27,15.0,,,,,,,,,,,
20,,028,,Kansas,State Leg (Upper),State Senate District 28,36.0,,,,,,,,,,,
20,,029,,Kansas,State Leg (Upper),State Senate District 29,3.0,,,,,,,,,,,
20,,030,,Kansas,State Leg (Upper),State Senate District 30,30.0,,,,,,,,,,,
20,,031,,Kansas,State Leg (Upper),State Senate District 31,12.0,,,,,,,,,,,
20,,032,,Kansas,State Leg (Upper),State Senate District 32,4.0,,,,,,,,,,,
20,,033,,Kansas,State Leg (Upper),State Senate District 33,1.0,,,,,,,,,,,
20,,034,,Kansas,State Leg (Upper),State Senate District 34,4.0,,,,,,,,,,,
20,,035,,Kansas,State Leg (Upper),State Senate District 35,61.0,Jason Anderson,TJ Rose,,,,,,,,,
20,,036,,Kansas,State Leg (Upper),State Senate District 36,1.0,,,,,,,,,,,
20,,037,,Kansas,State Leg (Upper),State Senate District 37,24.0,,,,,,,,,,,
20,,038,,Kansas,State Leg (Upper),State Senate District 38,3.0,,,,,,,,,,,
20,,039,,Kansas,State Leg (Upper),State Senate District 39,2.0,,,,,,,,,,,
20,,040,,Kansas,State Leg (Upper),State Senate District 40,1.0,,,,,,,,,,,
31,,001,,Nebraska,State Leg (Upper),State Senate District 1,3.0,,,,,,,,,,,
31,,002,,Nebraska,State Leg (Upper),State Senate District 2,0.0,,,,,,,,,,,
31,,003,,Nebraska,State Leg (Upper),State Senate District 3,31.0,,,,,,,,,,,
31,,004,,Nebraska,State Leg (Upper),State Senate District 4,0.0,,,,,,,,,,,
31,,005,,Nebraska,State Leg (Upper),State Senate District 5,37.0,,,,,,,,,,,
31,,006,,Nebraska,State Leg (Upper),State Senate District 6,0.0,,,,,,,,,,,
31,,007,,Nebraska,State Leg (Upper),State Senate District 7,6.0,,,,,,,,,,,
31,,008,,Nebraska,State Leg (Upper),State Senate District 8,0.0,,,,,,,,,,,
31,,009,,Nebraska,State Leg (Upper),State Senate District 9,6.0,,,,,,,,,,,
31,,010,,Nebraska,State Leg (Upper),State Senate District 10,0.0,,,,,,,,,,,
31,,011,,Nebraska,State Leg (Upper),State Senate District 11,1.0,,,,,,,,,,,
31,,012,,Nebraska,State Leg (Upper),State Senate District 12,0.0,,,,,,,,,,,
31,,013,,Nebraska,State Leg (Upper),State Senate District 13,15.0,,,,,,,,,,,
31,,014,,Nebraska,State Leg (Upper),State Senate District 14,0.0,,,,,,,,,,,
31,,015,,Nebraska,State Leg (Upper),State Senate District 15,5.0,,,,,,,,,,,
31,,016,,Nebraska,State Leg (Upper),State Senate District 16,0.0,,,,,,,,,,,
31,,017,,Nebraska,State Leg (Upper),State Senate District 17,9.0,,,,,,,,,,,
31,,018,,Nebraska,State Leg (Upper),State Senate District 18,0.0,,,,,,,,,,,
31,,019,,Nebraska,State Leg (Upper),State Senate District 19,1.0,,,,,,,,,,,
31,,020,,Nebraska,State Leg (Upper),State Senate District 20,0.0,,,,,,,,,,,
31,,021,,Nebraska,State Leg (Upper),State Senate District 21,42.0,,,,,,,,,,,
31,,022,,Nebraska,State Leg (Upper),State Senate District 22,0.0,,,,,,,,,,,
31,,023,,Nebraska,State Leg (Upper),State Senate District 23,3.0,,,,,,,,,,,
31,,024,,Nebraska,State Leg (Upper),State Senate District 24,0.0,,,,,,,,,,,
31,,025,,Nebraska,State Leg (Upper),State Senate District 25,46.0,,,,,,,,,,,
31,,026,,Nebraska,State Leg (Upper),State Senate District 26,0.0,,,,,,,,,,,
31,,027,,Nebraska,State Leg (Upper),State Senate District 27,100.0,Jason Prokop (unaffiliated),Dawn Liphardt (unaffiliated),,,,,,,,,
31,,028,,Nebraska,State Leg (Upper),State Senate District 28,0.0,,,,,,,,,,,
31,,029,,Nebraska,State Leg (Upper),State Senate District 29,28.0,,,,,,,,,,,
31,,030,,Nebraska,State Leg (Upper),State Senate District 30,0.0,,,,,,,,,,,
31,,031,,Nebraska,State Leg (Upper),State Senate District 31,23.0,,,,,,,,,,,
31,,032,,Nebraska,State Leg (Upper),State Senate District 32,0.0,,,,,,,,,,,
31,,033,,Nebraska,State Leg (Upper),State Senate District 33,2.0,,,,,,,,,,,
31,,034,,Nebraska,State Leg (Upper),State Senate District 34,0.0,,,,,,,,,,,
31,,035,,Nebraska,State Leg (Upper),State Senate District 35,13.0,,,,,,,,,,,
31,,036,,Nebraska,State Leg (Upper),State Senate District 36,0.0,,,,,,,,,,,
31,,037,,Nebraska,State Leg (Upper),State Senate District 37,4.0,,,,,,,,,,,
31,,038,,Nebraska,State Leg (Upper),State Senate District 38,0.0,,,,,,,,,,,
31,,039,,Nebraska,State Leg (Upper),State Senate District 39,5.0,,,,,,,,,,,
31,,040,,Nebraska,State Leg (Upper),State Senate District 40,0.0,,,,,,,,,,,
31,,041,,Nebraska,State Leg (Upper),State Senate District 41,1.0,,,,,,,,,,,
31,,042,,Nebraska,State Leg (Upper),State Senate District 42,0.0,,,,,,,,,,,
31,,043,,Nebraska,State Leg (Upper),State Senate District 43,1.0,,,,,,,,,,,
31,,044,,Nebraska,State Leg (Upper),State Senate District 44,0.0,,,,,,,,,,,
31,,045,,Nebraska,State Leg (Upper),State Senate District 45,31.0,,,,,,,,,,,
31,,046,,Nebraska,State Leg (Upper),State Senate District 46,0.0,,,,,,,,,,,
31,,047,,Nebraska,State Leg (Upper),State Senate District 47,1.0,,,,,,,,,,,
31,,048,,Nebraska,State Leg (Upper),State Senate District 48,0.0,,,,,,,,,,,
31,,049,,Nebraska,State Leg (Upper),State Senate District 49,19.0,,,,,,,,,,,
33,,001,,New Hampshire,State Leg (Upper),State Senate District 1,99.0,Rusty Talbot,David Rochefort,,,,,,,,,
33,,002,,New Hampshire,State Leg (Upper),State Senate District 2,98.0,Carlos Cardona,Timothy Lang Sr. (incumbent),,,,,,,,,
33,,003,,New Hampshire,State Leg (Upper),State Senate District 3,100.0,William Marsh,Mark McConkey,,,,,,,,,
33,,004,,New Hampshire,State Leg (Upper),State Senate District 4,16.0,,,,,,,,,,,
33,,005,,New Hampshire,State Leg (Upper),State Senate District 5,3.0,,,,,,,,,,,
33,,006,,New Hampshire,State Leg (Upper),State Senate District 6,75.0,John Ceskavich,James Gray (incumbent),,,,,,,,,
33,,007,,New Hampshire,State Leg (Upper),State Senate District 7,99.0,Stu Green,Dan Innis (incumbent),,,,,,,,,
33,,008,,New Hampshire,State Leg (Upper),State Senate District 8,88.0,David Trumble,Ruth Ward (incumbent),,,,,,,,,
33,,009,,New Hampshire,State Leg (Upper),State Senate District 9,98.0,Matthew McLaughlin,Denise Ricciardi (incumbent),,,,,,,,,
33,,010,,New Hampshire,State Leg (Upper),State Senate District 10,7.0,,,,,,,,,,,
33,,011,,New Hampshire,State Leg (Upper),State Senate District 11,83.0,Shannon Chandley (incumbent),Tim McGough,,,,,,,,,
33,,012,,New Hampshire,State Leg (Upper),State Senate District 12,88.0,Ben Ming,Kevin Avard (incumbent),,,,,,,,,
33,,013,,New Hampshire,State Leg (Upper),State Senate District 13,18.0,,,,,,,,,,,
33,,014,,New Hampshire,State Leg (Upper),State Senate District 14,74.0,,,,,,,,,,,
33,,015,,New Hampshire,State Leg (Upper),State Senate District 15,8.0,,,,,,,,,,,
33,,016,,New Hampshire,State Leg (Upper),State Senate District 16,92.0,,,,,,,,,,,
33,,017,,New Hampshire,State Leg (Upper),State Senate District 17,78.0,Kelly Roberts,Howard Pearl (incumbent),,,,,,,,,
33,,018,,New Hampshire,State Leg (Upper),State Senate District 18,91.0,Donna Soucy (incumbent),Victoria Sullivan,,,,,,,,,
33,,019,,New Hampshire,State Leg (Upper),State Senate District 19,68.0,,,,,,,,,,,
33,,020,,New Hampshire,State Leg (Upper),State Senate District 20,29.0,,,,,,,,,,,
33,,021,,New Hampshire,State Leg (Upper),State Senate District 21,4.0,,,,,,,,,,,
33,,022,,New Hampshire,State Leg (Upper),State Senate District 22,47.0,,,,,,,,,,,
33,,023,,New Hampshire,State Leg (Upper),State Senate District 23,57.0,,,,,,,,,,,
33,,024,,New Hampshire,State Leg (Upper),State Senate District 24,29.0,,,,,,,,,,,
42,,001,,Pennsylvania,State Leg (Upper),State Senate District 1,1.0,,,,,,,,,,,
42,,002,,Pennsylvania,State Leg (Upper),State Senate District 2,0.0,,,,,,,,,,,
42,,003,,Pennsylvania,State Leg (Upper),State Senate District 3,0.0,,,,,,,,,,,
42,,004,,Pennsylvania,State Leg (Upper),State Senate District 4,0.0,,,,,,,,,,,
42,,005,,Pennsylvania,State Leg (Upper),State Senate District 5,33.0,,,,,,,,,,,
42,,006,,Pennsylvania,State Leg (Upper),State Senate District 6,0.0,,,,,,,,,,,
42,,007,,Pennsylvania,State Leg (Upper),State Senate District 7,1.0,,,,,,,,,,,
42,,008,,Pennsylvania,State Leg (Upper),State Senate District 8,0.0,,,,,,,,,,,
42,,009,,Pennsylvania,State Leg (Upper),State Senate District 9,29.0,,,,,,,,,,,
42,,010,,Pennsylvania,State Leg (Upper),State Senate District 10,0.0,,,,,,,,,,,
42,,011,,Pennsylvania,State Leg (Upper),State Senate District 11,46.0,,,,,,,,,,,
42,,012,,Pennsylvania,State Leg (Upper),State Senate District 12,0.0,,,,,,,,,,,
42,,013,,Pennsylvania,State Leg (Upper),State Senate District 13,59.0,Trex Proffitt,Scott Martin (incumbent),,,,,,,,,
42,,014,,Pennsylvania,State Leg (Upper),State Senate District 14,0.0,,,,,,,,,,,
42,,015,,Pennsylvania,State Leg (Upper),State Senate District 15,36.0,,,,,,,,,,,
42,,016,,Pennsylvania,State Leg (Upper),State Senate District 16,0.0,,,,,,,,,,,
42,,017,,Pennsylvania,State Leg (Upper),State Senate District 17,4.0,,,,,,,,,,,
42,,018,,Pennsylvania,State Leg (Upper),State Senate District 18,0.0,,,,,,,,,,,
42,,019,,Pennsylvania,State Leg (Upper),State Senate District 19,26.0,,,,,,,,,,,
42,,020,,Pennsylvania,State Leg (Upper),State Senate District 20,0.0,,,,,,,,,,,
42,,021,,Pennsylvania,State Leg (Upper),State Senate District 21,6.0,,,,,,,,,,,
42,,022,,Pennsylvania,State Leg (Upper),State Senate District 22,0.0,,,,,,,,,,,
42,,023,,Pennsylvania,State Leg (Upper),State Senate District 23,4.0,,,,,,,,,,,
42,,024,,Pennsylvania,State Leg (Upper),State Senate District 24,0.0,,,,,,,,,,,
42,,025,,Pennsylvania,State Leg (Upper),State Senate District 25,16.0,,,,,,,,,,,
42,,026,,Pennsylvania,State Leg (Upper),State Senate District 26,0.0,,,,,,,,,,,
42,,027,,Pennsylvania,State Leg (Upper),State Senate District 27,8.0,,,,,,,,,,,
42,,028,,Pennsylvania,State Leg (Upper),State Senate District 28,0.0,,,,,,,,,,,
42,,029,,Pennsylvania,State Leg (Upper),State Senate District 29,10.0,,,,,,,,,,,
42,,030,,Pennsylvania,State Leg (Upper),State Senate District 30,0.0,,,,,,,,,,,
42,,031,,Pennsylvania,State Leg (Upper),State Senate District 31,45.0,,,,,,,,,,,
42,,032,,Pennsylvania,State Leg (Upper),State Senate District 32,0.0,,,,,,,,,,,
42,,033,,Pennsylvania,State Leg (Upper),State Senate District 33,5.0,,,,,,,,,,,
42,,034,,Pennsylvania,State Leg (Upper),State Senate District 34,0.0,,,,,,,,,,,
42,,035,,Pennsylvania,State Leg (Upper),State Senate District 35,14.0,,,,,,,,,,,
42,,036,,Pennsylvania,State Leg (Upper),State Senate District 36,0.0,,,,,,,,,,,
42,,037,,Pennsylvania,State Leg (Upper),State Senate District 37,100.0,Nicole Ruscitto,Devlin Robinson (incumbent),,,,,,,,,
42,,038,,Pennsylvania,State Leg (Upper),State Senate District 38,0.0,,,,,,,,,,,
42,,039,,Pennsylvania,State Leg (Upper),State Senate District 39,17.0,,,,,,,,,,,
42,,040,,Pennsylvania,State Leg (Upper),State Senate District 40,0.0,,,,,,,,,,,
42,,041,,Pennsylvania,State Leg (Upper),State Senate District 41,9.0,,,,,,,,,,,
42,,042,,Pennsylvania,State Leg (Upper),State Senate District 42,0.0,,,,,,,,,,,
42,,043,,Pennsylvania,State Leg (Upper),State Senate District 43,1.0,,,,,,,,,,,
42,,044,,Pennsylvania,State Leg (Upper),State Senate District 44,0.0,,,,,,,,,,,
42,,045,,Pennsylvania,State Leg (Upper),State Senate District 45,32.0,,,,,,,,,,,
42,,046,,Pennsylvania,State Leg (Upper),State Senate District 46,0.0,,,,,,,,,,,
42,,047,,Pennsylvania,State Leg (Upper),State Senate District 47,42.0,,,,,,,,,,,
42,,048,,Pennsylvania,State Leg (Upper),State Senate District 48,0.0,,,,,,,,,,,
42,,049,,Pennsylvania,State Leg (Upper),State Senate District 49,69.0,Jim Wertz,Daniel Laughlin (incumbent),,,,,,,,,
42,,050,,Pennsylvania,State Leg (Upper),State Senate District 50,0.0,,,,,,,,,,,
55,,001,,Wisconsin,State Leg (Upper),State Senate District 1,0.0,,,,,,,,,,,
55,,002,,Wisconsin,State Leg (Upper),State Senate District 2,13.0,,,,,,,,,,,
55,,003,,Wisconsin,State Leg (Upper),State Senate District 3,0.0,,,,,,,,,,,
55,,004,,Wisconsin,State Leg (Upper),State Senate District 4,1.0,,,,,,,,,,,
55,,005,,Wisconsin,State Leg (Upper),State Senate District 5,0.0,,,,,,,,,,,
55,,006,,Wisconsin,State Leg (Upper),State Senate District 6,1.0,,,,,,,,,,,
55,,007,,Wisconsin,State Leg (Upper),State Senate District 7,0.0,,,,,,,,,,,
55,,008,,Wisconsin,State Leg (Upper),State Senate District 8,54.0,,,,,,,,,,,
55,,009,,Wisconsin,State Leg (Upper),State Senate District 9,0.0,,,,,,,,,,,
55,,010,,Wisconsin,State Leg (Upper),State Senate District 10,39.0,,,,,,,,,,,
55,,011,,Wisconsin,State Leg (Upper),State Senate District 11,0.0,,,,,,,,,,,
55,,012,,Wisconsin,State Leg (Upper),State Senate District 12,14.0,,,,,,,,,,,
55,,013,,Wisconsin,State Leg (Upper),State Senate District 13,0.0,,,,,,,,,,,
55,,014,,Wisconsin,State Leg (Upper),State Senate District 14,62.0,Sarah Keyeski,,,,,,,,,,
55,,015,,Wisconsin,State Leg (Upper),State Senate District 15,0.0,,,,,,,,,,,
55,,016,,Wisconsin,State Leg (Upper),State Senate District 16,9.0,,,,,,,,,,,
55,,017,,Wisconsin,State Leg (Upper),State Senate District 17,0.0,,,,,,,,,,,
55,,018,,Wisconsin,State Leg (Upper),State Senate District 18,76.0,Kristin Alfheim,,,,,,,,,,
55,,019,,Wisconsin,State Leg (Upper),State Senate District 19,0.0,,,,,,,,,,,
55,,020,,Wisconsin,State Leg (Upper),State Senate District 20,5.0,,,,,,,,,,,
55,,021,,Wisconsin,State Leg (Upper),State Senate District 21,0.0,,,,,,,,,,,
55,,022,,Wisconsin,State Leg (Upper),State Senate District 22,37.0,,,,,,,,,,,
55,,023,,Wisconsin,State Leg (Upper),State Senate District 23,0.0,,,,,,,,,,,
55,,024,,Wisconsin,State Leg (Upper),State Senate District 24,81.0,Collin McNamara,Patrick Testin (incumbent),,,,,,,,,
55,,025,,Wisconsin,State Leg (Upper),State Senate District 25,0.0,,,,,,,,,,,
55,,026,,Wisconsin,State Leg (Upper),State Senate District 26,1.0,,,,,,,,,,,
55,,027,,Wisconsin,State Leg (Upper),State Senate District 27,0.0,,,,,,,,,,,
55,,028,,Wisconsin,State Leg (Upper),State Senate District 28,9.0,,,,,,,,,,,
55,,029,,Wisconsin,State Leg (Upper),State Senate District 29,0.0,,,,,,,,,,,
55,,030,,Wisconsin,State Leg (Upper),State Senate District 30,100.0,Jamie Wall,Jim Rafter,,,,,,,,,
55,,031,,Wisconsin,State Leg (Upper),State Senate District 31,0.0,,,,,,,,,,,
55,,032,,Wisconsin,State Leg (Upper),State Senate District 32,62.0,Brad Pfaff (incumbent),Stacey Klein,,,,,,,,,
55,,033,,Wisconsin,State Leg (Upper),State Senate District 33,0.0,,,,,,,,,,,
02,,,001,Alaska,State Leg (Lower),State House District 1,26.0,,,,,,,,,,,
02,,,002,Alaska,State Leg (Lower),State House District 2,75.0,,,,,,,,,,,
02,,,003,Alaska,State Leg (Lower),State House District 3,46.0,,,,,,,,,,,
02,,,004,Alaska,State Leg (Lower),State House District 4,5.0,,,,,,,,,,,
02,,,005,Alaska,State Leg (Lower),State House District 5,73.0,,,,,,,,,,,
02,,,006,Alaska,State Leg (Lower),State House District 6,53.0,,,,,,,,,,,
02,,,007,Alaska,State Leg (Lower),State House District 7,3.0,,,,,,,,,,,
02,,,008,Alaska,State Leg (Lower),State House District 8,2.0,,,,,,,,,,,
02,,,009,Alaska,State Leg (Lower),State House District 9,83.0,Ky Holland (independent),Lucy Bauer,,,,,,,,,
02,,,010,Alaska,State Leg (Lower),State House District 10,65.0,,Craig Johnson (incumbent),,,,,,,,,
02,,,011,Alaska,State Leg (Lower),State House District 11,46.0,,,,,,,,,,,
02,,,012,Alaska,State Leg (Lower),State House District 12,100.0,Calvin Schrage (incumbent),Joseph Lurtsema,,,,,,,,,
02,,,013,Alaska,State Leg (Lower),State House District 13,99.0,Andrew L. Josephson (incumbent),Heather Gottshall,,,,,,,,,
02,,,014,Alaska,State Leg (Lower),State House District 14,24.0,,,,,,,,,,,
02,,,015,Alaska,State Leg (Lower),State House District 15,70.0,Dustin Darden,Mia Costello,,,,,,,,,
02,,,016,Alaska,State Leg (Lower),State House District 16,48.0,,,,,,,,,,,
02,,,017,Alaska,State Leg (Lower),State House District 17,7.0,,,,,,,,,,,
02,,,018,Alaska,State Leg (Lower),State House District 18,97.0,Cliff Groh (incumbent),David Nelson,,,,,,,,,
02,,,019,Alaska,State Leg (Lower),State House District 19,14.0,,,,,,,,,,,
02,,,020,Alaska,State Leg (Lower),State House District 20,54.0,,,,,,,,,,,
02,,,021,Alaska,State Leg (Lower),State House District 21,99.0,Donna Mears (incumbent),Aimee Sims,,,,,,,,,
02,,,022,Alaska,State Leg (Lower),State House District 22,89.0,Ted Eischeid,Stanley Wright (incumbent),,,,,,,,,
02,,,023,Alaska,State Leg (Lower),State House District 23,11.0,,,,,,,,,,,
02,,,024,Alaska,State Leg (Lower),State House District 24,5.0,,,,,,,,,,,
02,,,025,Alaska,State Leg (Lower),State House District 25,4.0,,,,,,,,,,,
02,,,026,Alaska,State Leg (Lower),State House District 26,2.0,,,,,,,,,,,
02,,,027,Alaska,State Leg (Lower),State House District 27,2.0,,,,,,,,,,,
02,,,028,Alaska,State Leg (Lower),State House District 28,2.0,,,,,,,,,,,
02,,,029,Alaska,State Leg (Lower),State House District 29,4.0,,,,,,,,,,,
02,,,030,Alaska,State Leg (Lower),State House District 30,4.0,,,,,,,,,,,
02,,,031,Alaska,State Leg (Lower),State House District 31,97.0,Maxine Dibert (incumbent),Bart LeBon,,,,,,,,,
02,,,032,Alaska,State Leg (Lower),State House District 32,9.0,,,,,,,,,,,
02,,,033,Alaska,State Leg (Lower),State House District 33,2.0,,,,,,,,,,,
02,,,034,Alaska,State Leg (Lower),State House District 34,19.0,,,,,,,,,,,
02,,,035,Alaska,State Leg (Lower),State House District 35,67.0,Ashley Carrick (incumbent),Ruben McNeill,,,,,,,,,
02,,,036,Alaska,State Leg (Lower),State House District 36,39.0,,,,,,,,,,,
02,,,037,Alaska,State Leg (Lower),State House District 37,33.0,,,,,,,,,,,
02,,,038,Alaska,State Leg (Lower),State House District 38,6.0,,,,,,,,,,,
02,,,039,Alaska,State Leg (Lower),State House District 39,15.0,,,,,,,,,,,
02,,,040,Alaska,State Leg (Lower),State House District 40,80.0,Robyn Burke,Thomas Baker (incumbent),,,,,,,,,
04,,,001,Arizona,State Leg (Lower),State House District 1,9.0,,,,,,,,,,,
04,,,002,Arizona,State Leg (Lower),State House District 2,86.0,Stephanie Simacek,Justin Wilmeth (incumbent),,,,,,,,,
04,,,003,Arizona,State Leg (Lower),State House District 3,11.0,,,,,,,,,,,
04,,,004,Arizona,State Leg (Lower),State House District 4,90.0,Kelli Butler,Matt Gress (incumbent),,,,,,,,,
04,,,005,Arizona,State Leg (Lower),State House District 5,5.0,,,,,,,,,,,
04,,,006,Arizona,State Leg (Lower),State House District 6,7.0,,,,,,,,,,,
04,,,007,Arizona,State Leg (Lower),State House District 7,13.0,Kevin Chiquete,David Marshall (incumbent),,,,,,,,,
04,,,008,Arizona,State Leg (Lower),State House District 8,12.0,,,,,,,,,,,
04,,,009,Arizona,State Leg (Lower),State House District 9,100.0,Lorena Austin (incumbent),Kylie Barber,,,,,,,,,
04,,,010,Arizona,State Leg (Lower),State House District 10,14.0,,,,,,,,,,,
04,,,011,Arizona,State Leg (Lower),State House District 11,2.0,,,,,,,,,,,
04,,,012,Arizona,State Leg (Lower),State House District 12,38.0,,,,,,,,,,,
04,,,013,Arizona,State Leg (Lower),State House District 13,99.0,Nicholas Gonzales,Julie Willoughby (incumbent),,,,,,,,,
04,,,014,Arizona,State Leg (Lower),State House District 14,23.0,,,,,,,,,,,
04,,,015,Arizona,State Leg (Lower),State House District 15,9.0,,,,,,,,,,,
04,,,016,Arizona,State Leg (Lower),State House District 16,82.0,Keith Seaman (incumbent),Teresa Martinez (incumbent),,,,,,,,,
04,,,017,Arizona,State Leg (Lower),State House District 17,61.0,Kevin Volk,Rachel Jones (incumbent),,,,,,,,,
04,,,018,Arizona,State Leg (Lower),State House District 18,22.0,,,,,,,,,,,
04,,,019,Arizona,State Leg (Lower),State House District 19,13.0,,,,,,,,,,,
04,,,020,Arizona,State Leg (Lower),State House District 20,2.0,,,,,,,,,,,
04,,,021,Arizona,State Leg (Lower),State House District 21,9.0,,,,,,,,,,,
04,,,022,Arizona,State Leg (Lower),State House District 22,5.0,,,,,,,,,,,
04,,,023,Arizona,State Leg (Lower),State House District 23,31.0,Mariana Sandoval (incumbent),Michele Pena (incumbent),,,,,,,,,
04,,,024,Arizona,State Leg (Lower),State House District 24,7.0,,,,,,,,,,,
04,,,025,Arizona,State Leg (Lower),State House District 25,11.0,,,,,,,,,,,
04,,,026,Arizona,State Leg (Lower),State House District 26,5.0,,,,,,,,,,,
04,,,027,Arizona,State Leg (Lower),State House District 27,54.0,Deborah Howard,Lisa Fink,,,,,,,,,
04,,,028,Arizona,State Leg (Lower),State House District 28,11.0,,,,,,,,,,,
04,,,029,Arizona,State Leg (Lower),State House District 29,35.0,Tanairi Ochoa-Martinez,Steve Montenegro (incumbent),,,,,,,,,
04,,,030,Arizona,State Leg (Lower),State House District 30,2.0,,,,,,,,,,,
20,,,001,Kansas,State Leg (Lower),State House District 1,3.0,,,,,,,,,,,
20,,,002,Kansas,State Leg (Lower),State House District 2,7.0,,,,,,,,,,,
20,,,003,Kansas,State Leg (Lower),State House District 3,52.0,,,,,,,,,,,
20,,,004,Kansas,State Leg (Lower),State House District 4,2.0,,,,,,,,,,,
20,,,005,Kansas,State Leg (Lower),State House District 5,15.0,,,,,,,,,,,
20,,,006,Kansas,State Leg (Lower),State House District 6,5.0,,,,,,,,,,,
20,,,007,Kansas,State Leg (Lower),State House District 7,7.0,,,,,,,,,,,
20,,,008,Kansas,State Leg (Lower),State House District 8,36.0,,,,,,,,,,,
20,,,009,Kansas,State Leg (Lower),State House District 9,3.0,,,,,,,,,,,
20,,,010,Kansas,State Leg (Lower),State House District 10,2.0,,,,,,,,,,,
20,,,011,Kansas,State Leg (Lower),State House District 11,3.0,,,,,,,,,,,
20,,,012,Kansas,State Leg (Lower),State House District 12,1.0,,,,,,,,,,,
20,,,013,Kansas,State Leg (Lower),State House District 13,2.0,,,,,,,,,,,
20,,,014,Kansas,State Leg (Lower),State House District 14,81.0,Dennis Miller (incumbent),Charlotte Esau,,,,,,,,,
20,,,015,Kansas,State Leg (Lower),State House District 15,81.0,Allison Hougland (incumbent),Lauren Bohi,,,,,,,,,
20,,,016,Kansas,State Leg (Lower),State House District 16,99.0,,,,,,,,,,,
20,,,017,Kansas,State Leg (Lower),State House District 17,84.0,,,,,,,,,,,
20,,,018,Kansas,State Leg (Lower),State House District 18,76.0,Cindy Neighbor (incumbent),Robert Whitman,,,,,,,,,
20,,,019,Kansas,State Leg (Lower),State House District 19,24.0,,,,,,,,,,,
20,,,020,Kansas,State Leg (Lower),State House District 20,91.0,Mari-Lynn Poskin (incumbent),Jerry Charlton,,,,,,,,,
20,,,021,Kansas,State Leg (Lower),State House District 21,11.0,,,,,,,,,,,
20,,,022,Kansas,State Leg (Lower),State House District 22,20.0,,,,,,,,,,,
20,,,023,Kansas,State Leg (Lower),State House District 23,28.0,,,,,,,,,,,
20,,,024,Kansas,State Leg (Lower),State House District 24,11.0,,,,,,,,,,,
20,,,025,Kansas,State Leg (Lower),State House District 25,10.0,,,,,,,,,,,
20,,,026,Kansas,State Leg (Lower),State House District 26,30.0,,,,,,,,,,,
20,,,027,Kansas,State Leg (Lower),State House District 27,26.0,,,,,,,,,,,
20,,,028,Kansas,State Leg (Lower),State House District 28,85.0,Ace Allen,Carl Turner (incumbent),,,,,,,,,
20,,,029,Kansas,State Leg (Lower),State House District 29,46.0,,,,,,,,,,,
20,,,030,Kansas,State Leg (Lower),State House District 30,93.0,Betsey Lasister,Laura Williams (incumbent),,,,,,,,,
20,,,031,Kansas,State Leg (Lower),State House District 31,3.0,,,,,,,,,,,
20,,,032,Kansas,State Leg (Lower),State House District 32,2.0,,,,,,,,,,,
20,,,033,Kansas,State Leg (Lower),State House District 33,99.0,Eli Woody IV,Mike Thompson (incumbent),,,,,,,,,
20,,,034,Kansas,State Leg (Lower),State House District 34,1.0,,,,,,,,,,,
20,,,035,Kansas,State Leg (Lower),State House District 35,1.0,,,,,,,,,,,
20,,,036,Kansas,State Leg (Lower),State House District 36,20.0,,,,,,,,,,,
20,,,037,Kansas,State Leg (Lower),State House District 37,11.0,,,,,,,,,,,
20,,,038,Kansas,State Leg (Lower),State House District 38,14.0,,,,,,,,,,,
20,,,039,Kansas,State Leg (Lower),State House District 39,73.0,Vanessa Vaughn West,Angela Stiens (incumbent),,,,,,,,,
20,,,040,Kansas,State Leg (Lower),State House District 40,50.0,,,,,,,,,,,
20,,,041,Kansas,State Leg (Lower),State House District 41,46.0,,,,,,,,,,,
20,,,042,Kansas,State Leg (Lower),State House District 42,26.0,,,,,,,,,,,
20,,,043,Kansas,State Leg (Lower),State House District 43,21.0,,,,,,,,,,,
20,,,044,Kansas,State Leg (Lower),State House District 44,3.0,,,,,,,,,,,
20,,,045,Kansas,State Leg (Lower),State House District 45,5.0,,,,,,,,,,,
20,,,046,Kansas,State Leg (Lower),State House District 46,1.0,,,,,,,,,,,
20,,,047,Kansas,State Leg (Lower),State House District 47,13.0,,,,,,,,,,,
20,,,048,Kansas,State Leg (Lower),State House District 48,99.0,Dan Osman (incumbent),Randy Ross,,,,,,,,,
20,,,049,Kansas,State Leg (Lower),State House District 49,93.0,Nikki McDonald (incumbent),Kurtis Ruf,,,,,,,,,
20,,,050,Kansas,State Leg (Lower),State House District 50,13.0,,,,,,,,,,,
20,,,051,Kansas,State Leg (Lower),State House District 51,5.0,,,,,,,,,,,
