state,congress,s_upper,s_lower,state_name,race_type,election_name,voter_power
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
00,nan,nan,nan,,,,
